"","wikidata_name","wikidata_id","parent_name","parent_id","parent_icb","parent_imi","parent_mids","parent_mip","parent_mips","parent_rand"
"103","Operation Tiger Hammer","Q7097639","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"104","First Battle of Fallujah","Q1537159","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"105","Iraq spring fighting of 2008","Q6067932","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"106","Operation Al Majid","Q7096735","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"107","Operation Sayeed","Q7097502","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"108","Operation Steel Curtain","Q642100","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"109","Battle of Baghdad","Q97304250","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"110","Second Battle of Habbaniyah","Q24083362","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"111","Operation Able Rising Force","Q7096724","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"112","Operation Able Warrior","Q7096725","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"113","Operation Arbead II","Q7096757","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"114","Operation Ardennes","Q7096760","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"115","Operation Badlands","Q7096780","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"116","Operation Bayonet Lightning","Q7096794","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"117","Operation Black Eagle","Q3354655","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"118","Operation Bulldog Mammoth","Q7096859","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"119","Operation Dagger","Q7096953","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"120","Operation Defeat Al Qaeda in the North","Q7096967","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"121","Operation Desert Scorpion (Iraq 2003)","Q7096982","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"122","Operation Desert Thrust","Q7096979","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"123","Operation Dragon Fire East","Q7097002","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"124","Operation Eagle Ares","Q7097017","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"125","Operation Forsythe Park","Q7097057","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"126","Operation Gaugamela","Q7097069","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"127","Operation Guardian Tiger IV","Q7097106","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"128","Operation Iron Hammer (Iraq 2003)","Q7097172","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"129","Operation Iron Hammer (Iraq 2005)","Q7097173","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"130","Operation Iron Justice","Q7097175","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"131","Operation Iron Saber","Q7097177","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"132","Operation Iron Triangle","Q7097176","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"133","Operation Ivy Blizzard","Q7097180","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"134","Operation Larchwood 4","Q23043314","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"135","Operation Leyte Gulf","Q7097226","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"136","Operation Lion's Leap","Q7097238","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"137","Operation Marlborough","Q7097269","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"138","Operation Marne Avalanche","Q7097270","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"139","Operation Mawtini","Q16932796","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"140","Operation Murfreesboro","Q7097303","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"141","Operation New Market","Q7097325","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"142","Operation Panther Squeeze","Q7097371","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"143","Operation Peninsula Strike","Q4335239","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"144","Operation Phantom Linebacker","Q7097388","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"145","Nineveh campaign","Q7038210","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"146","Operation Phantom Phoenix","Q2026267","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"147","Operation Phantom Strike","Q1697088","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"148","Operation Marne Courageous","Q16931346","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"149","Operation Alljah","Q7096739","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"150","Operation Phantom Thunder","Q2026272","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"151","Operation Bull Run","Q11798527","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"152","Operation Commando Eagle","Q7096918","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"153","Operation Marne Torch","Q2026187","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"154","Operation Planet X","Q7097399","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"155","Operation Polar Tempest","Q7097403","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"156","Operation Purple Haze","Q7097429","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"157","Operation Red Dawn","Q3780506","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"158","Operation River Falcon","Q7097465","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"159","Operation Saber Guardian","Q7097481","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"160","Operation Scorpion","Q7097510","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"161","Operation Shurta Nasir","Q7097544","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"162","Operation Together Forward","Q7097646","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"163","Operation Valiant Guardian","Q7097682","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"164","Operation Warrior's Rage","Q7097703","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"165","Second Battle of Fallujah","Q1330136","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"166","Battle of Basra (2008)","Q2888122","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"167","Siege of Sadr City","Q3486016","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"168","Operation Imposing Law","Q1747422","Iraq conflict (2003–present)","Q47015896","IRAQ REGIME CHANGE","US topples Iraqi government (DP, AFX, CNN)","c(""4512"", ""4516"", ""4518"", ""4519"", ""4538"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"169","Mosul offensive (2015)","Q20647259","Iraq conflict (2003–present)","Q47015896",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"170","Nineveh Plains offensive","Q21814411","Iraq conflict (2003–present)","Q47015896",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"171","Northern Iraq offensive","Q17984373","Iraq conflict (2003–present)","Q47015896",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","Operation Inherent Resolve",NA,"Anti-ISIL Air Strikes in Libya"
"172","2009 Baraawe raid","Q10751263","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"173","2013 raid on Barawe","Q17000965","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"174","Action of 18 March 2006","Q2984712","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"175","Action of 28 October 2007","Q4677332","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"176","Action of 3 June 2007","Q4677356","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"177","November 2017 Somalia airstrike","Q60755056","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"178","December 2018 airstrikes in Gandarshe","Q60765736","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"179","Battle of Bargal (2007)","Q4870424","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"180","Battle of Ras Kamboni","Q4872168","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"181","Dhusamareb airstrike","Q1328419","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"182","Operation Observant Compass","Q65066391","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,"U.S. Military Support to African-Led Counter–Lord’s Resistance Army Operations"
"183","Operation Ocean Shield","Q2001981","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"184","SY Quest incident","Q647100","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"185","Rescue of Jessica Buchanan and Poul Hagen Thisted","Q7315022","Operation Enduring Freedom – Horn of Africa","Q1195810",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","c(""Operation Enduring Freedom - Horn of Africa"", ""Operation Enduring Freedom - Horn of Africa (OEF-HOA)"", ""Operation Enduring Freedom - Horn of Africa"")",NA,NA
"186","Operation Enduring Freedom – Philippines","Q2631285","Operation Enduring Freedom – Philippines","Q2631285",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")","Operation Freedom Eagle; Operation Enduring Freedom - Philippines",NA,NA
"187","2001 Sayyd Alma Kalay airstrike","Q4599065","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"188","2001 uprising in Herat","Q3152953","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"189","2009 Kunduz airstrike","Q1848486","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
